Economy,Year,ISO-3 code,Institutions of commercial banks,Number of credit unions and credit cooperatives,Number of other deposit takers,Number of non-deposit taking microfinance institutions,Number of insurance corporations,Branches of commercial banks,Branches of credit unions and credit cooperatives,Branches of non-deposit taking microfinance institutions,Number of non-branch retail agent outlets of commercial banks,Automated Teller Machines (ATMs),Depositors with credit unions and credit cooperatives,Deposit accounts with commercial banks,Deposit accounts with commercial banks: o/w household sector,Deposit accounts with commercial banks: o/w household: o/w male,Deposit accounts with commercial banks: o/w household: o/w female,Deposit accounts with credit unions and credit cooperatives,Policies with insurance corporations,Policies with insurance corporations: o/w life insurance,Policies with insurance corporations: o/w non-life insurance,Borrowers from credit unions and credit cooperatives,Borrowers from credit unions and credit cooperatives: o/w household sector,Borrowers from non-deposit taking microfinance institutions,Loan accounts with commercial banks,Loan accounts with commercial banks: o/w SME,Loan accounts with commercial banks: o/w household sector,Loan accounts with commercial banks: o/w household: o/w male,Loan accounts with commercial banks: o/w household: o/w female,Loan accounts with credit unions and credit cooperatives,Loan accounts with credit unions and credit cooperatives: o/w household sector,Loan accounts with non-deposit taking microfinance institutions,Number of debit cards,Number of credit cards,Outstanding deposits with commercial banks,Outstanding deposits with commercial banks: o/w household sector,Outstanding deposits with commercial banks: o/w household: o/w male,Outstanding deposits with commercial banks: o/w household: o/w female,Outstanding deposits with credit unions and credit cooperatives,Outstanding deposits with credit unions and credit cooperatives: o/w household s,Outstanding deposits with other deposit takers,Outstanding technical reserves of insurance corporations,Outstanding technical reserves of insurance corporations: o/w life insurance,Outstanding technical reserves of insurance corporations: o/w non-life,Outstanding loans from commercial banks,Outstanding loans from commercial banks: o/w SME,Outstanding loans from commercial banks: o/w household sector,Outstanding loans from commercial banks: o/w household: o/w male,Outstanding loans from commercial banks: o/w household: o/w female,Outstanding loans from credit unions and credit cooperatives,Outstanding loans from credit unions and credit cooperatives:o/w SME,Outstanding loans from credit unions and credit cooperatives:o/w household secto,Outstanding loans from other deposit takers,Outstanding loans from non-deposit-taking microfinance institutions,"No of mobile & internet banking transact (during reference yr, commercial banks)","Value of mobile & internet banking transact (during reference yr, commercial ban",Number of active mobile money accounts,Number of registered mobile money accounts,Value of mobile money transactions (during the reference year),Number of mobile money transactions (during the reference year),Outstanding balances on active mobile money accounts,"Number of commercial bank branches per 1,000 km2","Number of credit union and credit cooperative branches per 1,000 km2","Number of all microfinance institution branches per 1,000 km2","Number of commercial bank branches per 100,000 adults","Number of credit union and credit cooperative branches per 100,000 adults","Number of all microfinance institution branches per 100,000 adults","Number of ATMs per 1,000 km2","Number of ATMs per 100,000 adults","Number of non-branch retail agent outlets of commercial banks per 1,000 km2","Number of non-branch retail agent outlets of commercial banks per 100,000 adults","Number of insurance corporations per 100,000 adults","Number of depositors with credit unions and credit cooperatives per 1,000 adults","Number of deposit accounts with commercial banks per 1,000 adults","No of household sector deposit accounts with commercial banks per 1,000 adults","No of men-owned deposit acc of hh sector with commercial banks per 1,000 male ad","No of women-owned deposit acc of hh sector with commercial banks per 1,000 femal","No of deposit acc with credit unions and credit cooperatives per 1,000 adults","Number of borrowers from credit unions and credit cooperatives per 1,000 adults","Number of borrowers from all microfinance institutions per 1,000 adults","Number of loan accounts with commercial banks per 1,000 adults",Number of SME loan accounts with commercial banks (% of non-financial corp),"No of household sector loan accounts with commercial banks per 1,000 adults","No of men-owned loan acc of hh sector with commercial banks per 1,000 male adult","No of women-owned loan acc of hh sector with commercial banks per 1,000 female a","Number of loan accounts with credit unions and credit cooperatives per 1,000 adu","Number of loan accounts with all microfinance institutions per 1,000 adults",Outstanding deposits with commercial banks (% of GDP),Outstanding deposits of household sector with commercial banks (% of GDP),Outstanding deposits with credit unions and credit cooperatives (% of GDP), Outstanding deposits with other deposit takers (% of GDP),Outstanding loans from commercial banks (% of GDP),Outstanding SME loans from commercial banks (% of GDP),Outstanding loans from commercial banks to household sector (% of GDP),Outstanding loans from credit unions and credit cooperatives (% of GDP),Outstanding loans from all microfinance institutions (% of GDP), Outstanding loans with other deposit takers (% of GDP),"Number of registered mobile money accounts per 1,000 adults","Number of active mobile money accounts per 1,000 adults",Outstanding balances on active mobile money accounts (% of GDP),"Number of mobile money transactions (during the reference year) per 1,000 adults",Value of mobile money transactions (during the reference year) (% of GDP),Average no. of mobile money transactions per active mob mon account,"Number of credit cards per 1,000 adults","Number of debit cards per 1,000 adults","No of mobile and internet banking transac (during reference yr) per 1,000 adults",Value of mobile and internet banking transac (during reference yr) (% of GDP),"Number of life insurance policies per 1,000 adults","Number of Non-life insurance policies per 1,000 adults"
India,2004,IND,291.0,108848.0,604.0,,28.0,67428.0,23503.0,,,,,457000000.0,440000000.0,329000000.0,111000000.0,,,,41700000.0,60900000.0,,,66400000.0,1807000.0,4213385.0,2917271.0,547297.0,,,,,,15112733900000.0,10400000000000.0,8140000000000.0,2210000000000.0,2520000000000.0,,196000000000.0,3620000000000.0,3280000000000.0,347000000000.0,8803120300000.0,712000000000.0,2570000000000.0,1150000000000.0,218000000000.0,2420000000000.0,,,270000000000.0,,,,,,,,,22.77655,44.51481,,8.964731,17.5208,,,,,,0.003706677051963827,,605.1919,582.0936,845.529261492205,302.9059711654361,,80.62023,,87.88834,2.906223781965345,5.577735,7.505952700593781,1.492359913843379,,,47.42987944022415,32.48493,7.905077,0.6165083,27.627756651415,2.234814,8.058368,7.582355,,0.8488758,,,,,,,,,,,,55.20301180960415
India,2005,IND,289.0,111797.0,507.0,,29.0,68628.0,22927.0,,,17642.0,,467000000.0,443000000.0,329000000.0,114000000.0,,,,49800000.0,55500000.0,,,77200000.0,1473000.0,5708146.0,4267232.0,567048.0,,,,,,17468140400000.0,11200000000000.0,8830000000000.0,2400000000000.0,2510000000000.0,,205000000000.0,4370000000000.0,3980000000000.0,393000000000.0,11524679300000.0,835000000000.0,3560000000000.0,1810000000000.0,232000000000.0,2560000000000.0,,,275000000000.0,,,,,,,,,23.17948,45.31295,,8.924137,17.44556,,5.933694,2.284482,,,0.003755241496479327,,604.4547,573.9072,828.3504339291482,304.4050282456293,,71.86755,,99.9034,2.061793678196251,7.39154,10.74261343369042,1.512010373656985,,,48.09344951417273,30.92876,6.921954,0.5651238,31.7298561489454,2.298875,9.790748,7.043481,,0.7563617,,,,,,,,,,,,64.48656087057603
India,2006,IND,222.0,109354.0,428.0,,30.0,69382.0,23224.0,,,21523.0,,485000000.0,453000000.0,341000000.0,112000000.0,,245000000.0,194000000.0,51100000.0,55600000.0,,,85400000.0,1805000.0,7766313.0,5862387.0,778639.0,,,,75000000.0,23100000.0,20911742400000.0,12300000000000.0,9720000000000.0,2590000000000.0,2690000000000.0,,226000000000.0,5330000000000.0,4880000000000.0,454000000000.0,15138421300000.0,1010000000000.0,4830000000000.0,2520000000000.0,344000000000.0,2740000000000.0,,,322000000000.0,,,,,,,,,23.41055,44.59116,,8.821831,16.80336,,7.239026,2.727893,,,0.003802295006964347,,614.8283,574.4507,841.505921835986,291.7426982927756,,70.4692,,108.2835,2.323962481434694,9.843271,14.44896181166959,2.031586392483453,,,49.15056631206004,28.94048,6.320951,0.5317032,35.58106090507083,2.38058,11.3551,6.437624,,0.7567287,,,,,,,29.3068224820122,95.0320265407289,,,245.3760385477682,64.7657582852927
India,2007,IND,182.0,96155.0,401.0,,32.0,71793.0,23694.0,,,27088.0,,519000000.0,470000000.0,351000000.0,119000000.0,,499000000.0,452000000.0,46700000.0,58600000.0,,,99400000.0,1817000.0,9452552.0,7092996.0,1106873.0,,,,102000000.0,27500000.0,25970445000000.0,13600000000000.0,10600000000000.0,2980000000000.0,2890000000000.0,,247000000000.0,6570000000000.0,6060000000000.0,507000000000.0,19470996200000.0,1270000000000.0,6520000000000.0,3380000000000.0,591000000000.0,3070000000000.0,52800000000.0,,380000000000.0,,,,,,,,,24.20801,40.3099,,8.932336,14.87366,,9.110753,3.361711,,,0.003971306052878283,,644.3434,583.1422,846.765642862179,304.2042558411976,,72.72454,,123.4109,2.019125014341955,11.73093,17.12199797110124,2.827131209463463,,,53.01538396982304,27.74266,5.900693,0.5034844,39.7475799824749,2.599129,13.3152,6.264588,,0.7753954,,,,,,,34.18673994957439,127.131435017766,,,560.901061742821,57.95624770919244
India,2008,IND,176.0,97840.0,364.0,,37.0,75799.0,23594.0,,,35075.0,,582000000.0,540000000.0,417000000.0,122000000.0,53900000.0,315000000.0,258000000.0,57300000.0,66300000.0,,,107000000.0,4851000.0,11600000.0,8919454.0,1259676.0,,,,137000000.0,24700000.0,32499461700000.0,16900000000000.0,13500000000000.0,3360000000000.0,3340000000000.0,,244000000000.0,8310000000000.0,7730000000000.0,577000000000.0,24170065200000.0,2140000000000.0,7530000000000.0,4120000000000.0,649000000000.0,3380000000000.0,68700000000.0,,539000000000.0,,,,,,,,,25.55336,40.843,,9.237024,14.76392,,11.79709,4.264411,,,0.0044984520984383,,707.1786,656.4096,987.3264743078572,306.4250572346427,65.55796,80.55312,,130.0784,5.083650947115296,14.06269,21.09769631789737,3.15126944392431,,,58.93827270789852,30.61871,6.060424,0.4424252,43.83278428655597,3.872555,13.65616,6.128558,,0.9768138,,,,,,,30.02899145387231,167.0871005103718,,,313.5676430163028,69.6652176325715
India,2009,IND,172.0,98475.0,336.0,,43.0,79765.0,23505.0,,,44310.0,,662000000.0,603000000.0,458000000.0,145000000.0,66000000.0,359000000.0,292000000.0,67100000.0,61800000.0,,,110000000.0,4851000.0,13200000.0,10400000.0,1625088.0,,,,182000000.0,18300000.0,39219808000000.0,21000000000000.0,16400000000000.0,4580000000000.0,3840000000000.0,,215000000000.0,9870000000000.0,9210000000000.0,658000000000.0,28477131000000.0,2560000000000.0,7810000000000.0,4330000000000.0,683000000000.0,3360000000000.0,79700000000.0,,580000000000.0,,,,,,,,,26.88594,41.02664,,9.524845,14.53445,,14.90318,5.279731,,,0.005123639223233654,,789.1625,718.1974,1061.247744807305,355.5099392947291,78.60117,73.67864,,131.1368,5.006793850790174,15.69004,24.01833793412185,3.983570370594183,,,61.60430965695013,32.95623,6.033623,0.3384641,44.73030557073441,4.023118,12.26415,5.272048,,0.9112048,,,,,,,21.84219316304561,216.8252626632158,,,347.4756797676632,79.95260276255307
India,2010,IND,169.0,97441.0,308.0,,48.0,85143.0,23917.0,,,61833.0,,735000000.0,641000000.0,487000000.0,153000000.0,69100000.0,386000000.0,319000000.0,67500000.0,75200000.0,,,119000000.0,8505000.0,14900000.0,11700000.0,1936442.0,,,,228000000.0,18000000.0,45610290000000.0,23600000000000.0,18400000000000.0,5170000000000.0,4540000000000.0,,174000000000.0,12900000000000.0,12100000000000.0,759000000000.0,33451693000000.0,3620000000000.0,9440000000000.0,5200000000000.0,868000000000.0,3770000000000.0,170000000000.0,,696000000000.0,,,,,,,,,28.69376,40.81744,,9.963006,14.17257,,20.79685,7.221054,,,0.005605592337914832,,858.2035,748.0559,1107.664813427504,367.961242144886,80.67894,87.8462,,138.5608,8.19418860821644,17.34792,26.54355204457269,4.651703820007834,,,59.74255898300127,30.8605,5.944052,0.2272849,43.81664186160077,4.745459,12.36968,4.942005,,0.9115496,,,,,,,21.06651670492618,266.078782973024,,,372.4530724071174,78.82864225192732
India,2011,IND,171.0,96177.0,297.0,41.0,48.0,90849.0,24730.0,9862.0,,76741.0,,810000000.0,725000000.0,552000000.0,173000000.0,73800000.0,408000000.0,329000000.0,79300000.0,68300000.0,,22800000.0,121000000.0,9302000.0,17500000.0,13700000.0,2421395.0,,,24800000.0,278000000.0,17700000.0,53895513000000.0,28100000000000.0,21900000000000.0,6180000000000.0,4940000000000.0,,120000000000.0,15100000000000.0,14200000000000.0,919000000000.0,40756470000000.0,4790000000000.0,12900000000000.0,8220000000000.0,1200000000000.0,4490000000000.0,217000000000.0,,780000000000.0,173000000000.0,,,,,,,,30.61358,40.66575,3.330766,10.4187,13.83975,1.133558,25.811,8.784241,,,0.005494371455993052,,927.3232,829.9813,1229.815236364196,407.4561178716048,84.42477,78.23076,26.0593,138.1881,9.012437502858775,20.04435,30.43598270228862,5.700649101722142,,28.43536,61.69126046028889,32.10851,5.654506,0.1369454,46.65171303243649,5.47744,14.74092,5.13385,0.1976099,0.8927137,,,,,,,20.20326170797445,318.5361851611972,,,376.8074284341635,90.7715950958852
India,2012,IND,173.0,95186.0,271.0,41.0,51.0,98558.0,24974.0,9086.0,,97121.0,,903000000.0,773000000.0,555000000.0,218000000.0,76700000.0,421000000.0,335000000.0,85700000.0,61100000.0,,24400000.0,131000000.0,9858000.0,20400000.0,15900000.0,2980572.0,,,26800000.0,331000000.0,19600000.0,60782433000000.0,30800000000000.0,22700000000000.0,8100000000000.0,5650000000000.0,,121000000000.0,17000000000000.0,15800000000000.0,1170000000000.0,48032669000000.0,5280000000000.0,16100000000000.0,9640000000000.0,2050000000000.0,5150000000000.0,243000000000.0,,874000000000.0,212000000000.0,25600000.0,18200000000.0,,,,,,33.20709,40.4145,3.069767,11.07968,13.48446,1.02424,32.66559,10.89901,,,0.005723266381736506,,1013.58,867.7491,1211.943755220366,504.0695756340573,86.05238,68.6209,27.42464,146.8762,8.922276517857943,22.88611,34.63693155326549,6.879000904703513,,30.02336,61.12465094662371,30.95591,5.677257,0.1217416,48.30310308012372,5.306556,16.17496,5.180593,0.2136452,0.8790606,,,,,,,21.94400992913549,371.6719712387056,28.68366445435002,0.01830246984730854,376.2587540263025,96.17331939506246
India,2013,IND,157.0,96230.0,254.0,46.0,51.0,106531.0,25414.0,9780.0,,115849.0,,1050000000.0,908000000.0,630000000.0,278000000.0,80500000.0,443000000.0,336000000.0,107000000.0,65300000.0,,28000000.0,128000000.0,11200000.0,125000000.0,99500000.0,22900000.0,,,30200000.0,331000000.0,19600000.0,70126204000000.0,35300000000000.0,25300000000000.0,10000000000000.0,6490000000000.0,,153000000000.0,19000000000000.0,17600000000000.0,1410000000000.0,55253170272000.0,6870000000000.0,24600000000000.0,16400000000000.0,3340000000000.0,6290000000000.0,292000000000.0,314000000000.0,1090000000000.0,278000000000.0,53300000.0,59900000000.0,,3994843.0,10000000000.0,32700000.0,207000000.0,35.88334,40.91363,3.304868,11.74079,13.38667,1.081331,38.96455,12.74894,,,0.005612444386219797,,1150.116,999.3613,1349.12813285581,629.801705915023,88.56993,71.86997,30.85858,141.1764,,137.4668,213.0497343267188,51.91318020134567,,33.19858,62.42584153427069,31.43396,5.775216,0.1361194,49.1859740713464,6.117482,21.93423,5.602398,0.2476313,0.9676752,4.396242,,0.0001842,35.98414,0.0089103,,21.5190989066911,364.4751317447863,58.6602716905313,0.05332314182574376,369.8842955962958,117.7512841814742
